"Site"	"n_mean"	"n_sd"	"L_mean"	"L_sd"	"C_mean"	"C_sd"	"Modularity_mean"	"Modularity_sd"	"Mean_trophic_level_mean"	"Mean_trophic_level_sd"	"Mean_Omnivory_Index_mean"	"Mean_Omnivory_Index_sd"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"
"19"	"115"	34.993	3.50388758784129	257.003	55.9378050072492	0.207864128838589	0.0196375390173348	0.0590951142322561	0.0484510188611117	2.78127326069226	0.132141506297221	0.334359488956862	0.0867257081552179	"Briere"	0.045445132	0.483904386	0.38008965	0.027824275	2547.248535	3	"intermediaire"	61.51	204.7	34.99	2.2	0	0	"Permanent"	"Agricole"	45	969.682990291
"20"	"116"	35.374	3.59124226710215	264.024	58.0602998822984	0.208914758743117	0.0191083058188198	0.0536036479333988	0.0465844257649231	2.78856435959735	0.128632526598295	0.335118949613586	0.0831193595176208	"Mes"	0.142898171	0.229496371	0.215136133	0.122165345	697.3736081	1	"peu"	94.39	401.67	23.03	0.75	0	1	"Permanent"	"Recreationnel"	NA	1238.47367734
"21"	"1178"	43.1	3.30013498070774	387.74	64.7278618223721	0.207563154963633	0.0153846902517611	0.0310377489383488	0.0373056228728611	2.9001310584222	0.106859604168742	0.364051079426101	0.071270962730926	"Briere"	0.318068057	0.138828172	0.449840784	0.042266833	398.1906515	2	"intermediaire"	82.27	340.82	12.68	0.5	1	1	"Permanent"	"Agricole"	50	17.9188097598
"22"	"1179"	56.094	2.49587527600908	655.023	62.6938193603324	0.20776266169156	0.00800513620859091	0.00593493631433931	0.00908879680394308	3.02715658100116	0.0611340876488752	0.400631743994067	0.0420142456311779	"Briere"	0.345713257	0.148975167	0.268695028	0.01747242	509.9431604	6	"beaucoup"	256.61	3881.87	8.53	2.178402832	1	1	"Permanent"	"Agricole"	0	0
"23"	"118"	44.139	3.23699817070649	406.6	67.0167982766355	0.207497984610273	0.0148558948171331	0.0284087365173831	0.0371249163046806	2.91106802540948	0.103326373038354	0.366718537653125	0.0690673654256099	"Briere"	0.012859528	0.059560412	0.478792177	0.015766512	1412.803095	0	"intermediaire"	98.78	431.34	12.13	0.35	1	0	"Permanent"	"Agricole"	20	0
"24"	"1180"	39.842	3.50732623765417	332.77	63.4720868240978	0.208017050355827	0.0168182079487961	0.0425847279401776	0.0421070002416523	2.8551588914063	0.11481539723028	0.351595726301797	0.0754956884132612	"Briere"	0.00069588	0.179424358	0.74224704	0.016422427	1677.037142	1	"peu"	58.29	234.29	25.99	0.9	0	0	"Permanent"	"Recreationnel"	100	327.062643482
"25"	"119"	39.523	3.27722614587569	326.825	60.0004535768641	0.207744283548317	0.0167612479282301	0.0412799209930868	0.0421165881812498	2.84916123828207	0.117832019172166	0.349570635759616	0.0776638356974219	"Briere"	0.602306733	0.014842287	0	0.004233578	0	4	"peu"	57.2	132.77	20.14	0.95	1	1	"Temporaire"	"Agricole"	50	9.66767332478
"26"	"1199"	45.204	3.17749594499827	426.748	65.9348762333251	0.207808589027389	0.0139270535343151	0.0254086584647917	0.0343483421276211	2.92315939804732	0.098142367548738	0.369749536029794	0.0661877855470124	"Briere"	0.230328379	0.066086048	0.18886701	0.009167783	0	3	"intermediaire"	87.25	576.43	9.93	0.7	1	1	"Permanent"	"Agricole"	10	0
"27"	"120"	32.081	3.33460020970409	214.117	49.7873889162215	0.205821290235134	0.0222197093746783	0.0690475589281218	0.0483749171306105	2.72592624025564	0.146355253692704	0.317479516441163	0.0920886779227575	"Briere"	0.208156021	0	0.040318009	0	0	4	"peu"	12.87	9.58	8.53	0.4	1	0	"Temporaire"	"Agricole"	100	23.5549864077
"28"	"1203"	38.805	3.50817363912938	315.36	61.9858584408302	0.207758493667097	0.0174272825562596	0.0447598815831314	0.0441366532687178	2.84055878939106	0.123192238949402	0.348132170418986	0.0816990034984514	"Briere"	0.187838214	0	0.57784872	0.017234176	1762.173088	1	"beaucoup"	83.62	118.25	9.23	0.4	1	1	"Temporaire"	"Agricole"	100	42.8237750817
"29"	"120bis"	35.818	3.27713527575772	269.487	54.0575994200173	0.208392495453045	0.0190948935601814	0.0535325149731271	0.0466262784417632	2.79525667159606	0.120718635569315	0.334999195205999	0.0803468156396222	"Briere"	0.204517451	0	0.04097899	0	0	4	"peu"	26.73	41.56	14.04	0.65	1	0	"Temporaire"	"Agricole"	NA	28.3372066841
"30"	"121"	40.165	3.3152323848813	336.531	59.6981650464226	0.207355431425391	0.0167427495740562	0.0388386892169168	0.0404536636815993	2.85700029345044	0.11345860885426	0.350036366737442	0.074667924163167	"Briere"	0.189568614	0	0.040128602	0	0	4	"peu"	87.03	155.06	11.59	0.45	1	0	"Temporaire"	"Agricole"	100	18.047843799
"31"	"122"	35.587	3.41380800354752	264.729	56.3690254131294	0.20701610088797	0.0187277519484674	0.055873658861521	0.0462900483859301	2.7936772490709	0.135330443280238	0.33590529909659	0.0888419653655916	"Briere"	0.191035573	0	0.021558023	0	0	4	"peu"	24.49	39.15	13.36	0.45	1	0	"Temporaire"	"Agricole"	100	27.7512937314
"32"	"122bis"	37.938	3.26692957206439	300.956	57.3622217882858	0.207533477279253	0.0176543072778882	0.0482549593499938	0.0453492428843694	2.82932733655783	0.12520075197906	0.343840504086989	0.0826448288447276	"Briere"	0.186226523	0	0.018985477	0	0	2	"peu"	35.63	84.96	16.04	0.7	1	0	"Temporaire"	"Agricole"	NA	17.7211763309
"33"	"123"	40.156	3.47645649329166	338.081	65.1113655894954	0.207982424965442	0.0170967329089207	0.0407753778380413	0.0426235463483803	2.8543646536849	0.11470055088767	0.349668532399773	0.0776223615109523	"Briere"	0.030783777	0.049111736	0.231553555	0.42228546	308.2160749	2	"peu"	77.38	393.36	18.97	1.1	1	0	"Permanent"	"Recreationnel"	NA	627.369908078
"34"	"124"	32.985	3.46392462010561	227.831	52.2002040254662	0.207135024437689	0.0204163850313498	0.0667001399085111	0.0479426805112962	2.74550706738536	0.132223141942136	0.323521335704136	0.0843662641340005	"Briere"	0.027899961	0.075169335	0.210982556	0.44732132	342.0066796	1	"beaucoup"	33.43	52.16	43.15	3.950520019	1	0	NA	"Recreationnel"	NA	605.105790833
"35"	"125"	25.364	3.36107137692742	135.546	39.7997223847341	0.206750637590764	0.0269135576010998	0.0946285490247581	0.0505289731041059	2.58490283106943	0.155977448380874	0.288743622533607	0.0923403003753979	"Mes"	0.139504781	0.082316146	0.347636859	0.06362193	757.2567308	2	"peu"	11.63	7.3	14.04	0.6	0	0	NA	"Agricole"	NA	923.469212346
"36"	"126"	28.616	3.64359984353658	171.56	48.131913332851	0.205779521454695	0.0234366047567823	0.0801866635776507	0.051119790647827	2.64974883706171	0.149981805486161	0.298243274743922	0.0900361368192532	"Mes"	0.089857993	0.200870261	0.239549452	0.379813808	1516.483963	3	"beaucoup"	82.57	427.56	17.74	0.8	0	0	"Permanent"	"Recreationnel"	NA	1820.44004602
"37"	"127"	22.036	3.67262742354737	102.643	36.9879123046524	0.205755804210183	0.029464063602256	0.103495813628848	0.0540260650060731	2.48020693955945	0.175697385576986	0.269011237280531	0.0924711454429794	"Mes"	0.141835654	0.128070126	0.247696052	0.355700655	1201.303086	3	"beaucoup"	46.42	144.67	29.18	0.9	0	0	NA	"Recreationnel"	NA	1952.65352252
"38"	"128"	21.028	3.43030362839545	93.69	33.8481550102454	0.205659147774388	0.03025277147917	0.106324166963747	0.0535765422355564	2.45296664793561	0.184801348545294	0.265032023495487	0.0951410435121461	"Mes"	0.169254328	0.432162366	0.309211724	0.01813304	987.923048	5	"peu"	33.78	75.33	41.99	1.6	0	1	"Permanent"	"Agricole"	NA	1878.64988552
"39"	"129"	26.903	3.61561387093031	152.577	44.7537816499564	0.206889206465745	0.0243405043536352	0.0864347669875249	0.0497365148101132	2.61902830287749	0.156978042263189	0.296689951759978	0.090222844649004	"Mes"	0.204658508	0.300487918	0.282518122	0.015941936	1489.963819	3	"beaucoup"	77.48	217.2	8.18	0.3	1	0	"Temporaire"	"Agricole"	NA	1727.4482415
"40"	"131"	25.398	3.38127624263813	135.488	39.5940341913216	0.206482778720682	0.025848042294194	0.0934653739944094	0.0508361881122589	2.58029446978667	0.151887445737725	0.286725460142103	0.0895125935078431	"Mes"	0.290746847	0.459936474	0.094344071	0.016327443	567.4815493	5	"intermediaire"	31.86	72.99	11.31	0.5	0	0	NA	"Agricole"	NA	1536.91476205
"41"	"132"	24.846	3.57085914522472	129.974	40.2408331008274	0.206291940683288	0.0264392277529482	0.0934120353442061	0.0501081128979489	2.56289858346117	0.160088861842803	0.284670745086997	0.0919606520057962	"Mes"	0.298785278	0.450416118	0.099682436	0.014804864	532.579637	1	"beaucoup"	32.99	55.93	11.31	0.3	1	0	NA	"Agricole"	NA	1534.08199085
"42"	"134"	22.306	3.37576061943968	104.177	34.7372472620867	0.204381832605069	0.0290812331798806	0.107549789848888	0.0502961841665551	2.48637300452007	0.171458411747645	0.26532736196422	0.0873718228292939	"Mes"	0.042981658	0.745450679	0.153609535	0.018675607	803.8133911	2	"peu"	37.4	77.93	7.13	0.6	0	0	NA	"Agricole"	NA	1811.75982792
"43"	"136"	24.445	3.74980479972439	126.328	41.4216388880035	0.206544930933274	0.0278617072549625	0.0979486735607733	0.0542446176828815	2.54681049041255	0.168206958364765	0.278898877230193	0.0951022165608872	"Mes"	0.045492705	0.361508108	0.442727153	0.034487191	1201.794939	2	"peu"	51.97	156.46	36.56	1.25	0	0	NA	"Agricole"	NA	1828.5575051
"44"	"140"	7.028	2.19773657339683	9.98	7.52530598914292	0.173645197309505	0.0495633595961062	0.126291953848196	0.133093444945101	1.55676766419995	0.283281978089723	0.164214345342639	0.0615643052851869	"Mes"	0.166871648	0.149759238	0.124728624	0.080326171	930.4962901	2	"peu"	43.7	128.94	12.23	0.35	1	1	"Permanent"	"Agricole"	NA	2660.08490189
"45"	"141"	10.317	2.87589669177837	22.874	14.1767804915328	0.194082908429183	0.0456628796229791	0.145609879471339	0.102049952025325	1.88494446050103	0.274530537038938	0.193625873532748	0.0843911256884491	"Mes"	0.189935662	0.16342379	0.394342295	0.056803151	1180.58004	1	"peu"	47.65	126.51	26.18	1.25	1	0	"Permanent"	"Agricole"	NA	2526.25784383
"46"	"142"	14.622	3.27075126137923	45.963	22.8330238465688	0.202634758679087	0.0378960064141695	0.13271020616031	0.0692427358517717	2.17248733664801	0.22814397737157	0.223341098523343	0.0958266931746884	"Mes"	0.054312791	0.68052523	0.086764335	0.084137212	1020.115202	1	"beaucoup"	45.94	149.86	21.39	1.15	0	0	NA	"Agricole"	NA	2358.11843247
"47"	"143"	24.571	3.3885751343952	127.504	38.303539590293	0.207195964859121	0.0272781528288383	0.0935845086097914	0.052565740634752	2.55414152039953	0.151612412011431	0.278634728421199	0.0864230073939492	"Mes"	0	0.25327107	0.210908373	0.306838165	1517.405199	1	"peu"	19.76	28.03	35.94	1.8	1	0	NA	"Recreationnel"	NA	1385.76458499
"48"	"144"	34.101	3.36424094219144	244.047	53.5097756217225	0.207755306093492	0.0197232716045715	0.0610498771054292	0.0475888328981238	2.7736966628787	0.136255838022822	0.332448108958096	0.0897981744358792	"Briere"	0.261104226	0.04597674	0.039592137	0.011845468	0	3	"beaucoup"	17.91	23.44	9.93	0.2	1	0	"Temporaire"	"Agricole"	0	0
"49"	"145"	22.136	3.52703047108243	102.572	36.5503864103616	0.203507556396006	0.0284306690059986	0.105545586958552	0.0541787782675187	2.47680606235816	0.16910485983311	0.266545254203634	0.0896985020348696	"Mes"	0.10334643	0.541134471	0.102922265	0.14141357	1079.647026	0	"peu"	52.23	163.62	32.35	0.9	1	1	"Permanent"	"Recreationnel"	NA	1972.55700013
"50"	"146"	30.716	3.37946220052315	198.198	49.4124314761415	0.207180228189098	0.0225912006319788	0.0709006143827415	0.0492385339408493	2.69701591480661	0.14209153779599	0.310753541833827	0.0883304604891181	"Briere"	0.017221275	0.259007619	0.345693865	0.30581935	1100.774184	2	"peu"	16.55	17.03	9.93	0.4	0	0	"Temporaire"	"Recreationnel"	NA	469.530307329
"51"	"147"	36.684	3.4438356528737	282.174	57.6857640269362	0.207893512240466	0.0181472001799063	0.0487628426202815	0.0448658884520121	2.80434628504807	0.121092863583394	0.335749339981664	0.0784201254069728	"Briere"	0.039912888	0.216873065	0.592013274	0.036565499	2352.129207	4	"beaucoup"	53.74	172.61	10.85	1.8	1	0	"Permanent"	"Recreationnel"	30	613.929024958
"52"	"2"	4	0	2	0	0.125	0	0	0	1.125	0	0.15625	0	"Mes"	0.123774678	0.385861197	0.406902239	0.016427075	976.7104167	0	"beaucoup"	47.57	169.09	9.93	1	0	0	NA	"Agricole"	NA	2862.75789242
"53"	"22"	31.566	3.81447167956379	209.072	55.6655141489366	0.20653850460978	0.0222363880506749	0.0728494326374336	0.0489249935492421	2.72270413204604	0.146505206557781	0.319303185612003	0.0901110013263335	"Mes"	0	0.540655651	0.219496703	0.210476406	1173.950146	0	"beaucoup"	171.8	536.44	16.26	1	0	0	"Temporaire"	"Agricole"	NA	1687.67640798
"54"	"24"	19.617	3.49206321613821	82.036	31.5297133958878	0.206497236283303	0.0309343754674686	0.112269669534147	0.053866524583031	2.40246434835961	0.183629506363142	0.261255408690258	0.0962882177742925	"Mes"	0.089391463	0.312460703	0.385358229	0.104723093	1474.156785	3	"peu"	37.55	59.72	18	0.7	0	0	NA	"Agricole"	NA	1939.65183494
"55"	"25"	28.657	3.70554747400193	172.284	47.1727740822459	0.206452190155896	0.0233301666773272	0.0797422004078719	0.0504562778239049	2.65447059599996	0.148516711084383	0.300029849119067	0.087118587103876	"Mes"	0.085776128	0.060294019	0.572982024	0.11589391	1818.685346	1	"peu"	86.22	495.21	18.78	0.9	0	1	"Permanent"	"Recreationnel"	NA	1852.7033659
"56"	"26"	19.545	3.47851621745179	81.167	31.8993523395018	0.205067203088369	0.0325089793334626	0.112048644663238	0.0543702953143509	2.39642893769703	0.189397524726613	0.255611462252133	0.0961718212944361	"Mes"	0.081182676	0.680638647	0.064036123	0.049890318	885.6702586	2	"beaucoup"	35.46	79.05	11.31	0.25	0	0	"Temporaire"	"Agricole"	NA	2007.89845464
"57"	"27"	33.517	3.7107250612893	236.623	57.2352404008557	0.207861991552053	0.0207379586622429	0.0639912641112548	0.0486940672339325	2.75550149545218	0.141887959767808	0.326563602482726	0.0895260052400651	"Mes"	0.101551023	0.374555575	0.213128826	0.198574472	1674.209742	3	"peu"	146.84	1529.3	20.14	1.15	1	1	"Permanent"	"Recreationnel"	NA	1949.19032537
"58"	"28"	23.635	3.63772016625908	119.194	40.1859835922586	0.208001131472586	0.0286440708223825	0.0956522225740401	0.0516163468452685	2.53693075343508	0.172672349699825	0.282876358435019	0.0966978661837576	"Mes"	0.032559035	0.524031971	0.371388336	0.025441684	1743.425945	1	"peu"	38.13	98.36	12.68	0.4	0	0	"Temporaire"	"Agricole"	NA	1753.18468913
"59"	"29"	25.395	3.71170469619443	135.776	42.8844365580207	0.205990638071967	0.0253432756447681	0.093147968272866	0.051615120855878	2.58181780267271	0.159939086474276	0.290035271722198	0.0899429724721243	"Mes"	0.031536964	0.568142349	0.329269292	0.024232044	1765.610138	1	"beaucoup"	59.56	172.74	11.77	2.502809361	1	1	"Permanent"	"Agricole"	NA	1762.76700323
"60"	"3"	5.223	1.3187152876986	4.695	3.50688940134605	0.15162259831098	0.0443686370674561	0.0837175873419537	0.136783150526219	1.3255133952854	0.212635953904495	0.159765271891864	0.0501696407983144	"Mes"	0.221683945	0.418372043	0.228091206	0.029515878	1873.364268	1	"intermediaire"	37.88	71.71	26.57	1.1	0	1	NA	"Agricole"	NA	2737.29876885
"61"	"30"	36.639	3.68622669775846	281.652	62.5698640232171	0.207570183891311	0.0185720372178195	0.0555041472949755	0.0471922089893672	2.80651985084471	0.124494928329143	0.338899734958609	0.0797482049067452	"Mes"	0.042153082	0.293542398	0.283940908	0.225781747	2068.880893	2	"beaucoup"	124.66	746.98	20.77	3.606969523	1	1	"Permanent"	"Recreationnel"	NA	1429.42764475
"62"	"31"	34.315	3.6561102475366	246.879	56.543147122233	0.207253241737597	0.0187156822336839	0.058385553089816	0.0469084645911079	2.76941208492924	0.137704406118483	0.326117305036911	0.0890657073711547	"Mes"	0.049110182	0.092396797	0.341958923	0.251816666	1688.230245	2	"peu"	68.99	369.92	13.7	0.6	0	0	"Permanent"	"Agricole"	NA	1305.66245788
"63"	"32"	32.582	3.68630775503957	222.232	54.6702754247225	0.206743248631166	0.0212068210284548	0.0649553206003735	0.0490550083577503	2.73246951246155	0.138319587596199	0.317639224224264	0.0865088938640584	"Mes"	0.076873926	0.580824596	0.191506005	0.065290795	949.4198651	0	"beaucoup"	45.74	139.31	25.8	2.053657331	0	0	"Permanent"	"Agricole"	NA	1033.0827423
"64"	"33"	34.437	3.74647395120626	247.807	58.8291477043448	0.2064583601596	0.0197775731964297	0.0593621159530415	0.0476445877489629	2.76758087751022	0.128137047433217	0.32448387239895	0.0796369844729074	"Mes"	0.185313346	0.293369397	0.215508253	0.192990664	859.1550699	5	"intermediaire"	83.37	392.27	24.94	0.85	1	1	"Permanent"	"Recreationnel"	NA	1317.37308727
"65"	"33bis"	27.818	3.51983881239827	162.68	44.0143483748523	0.207138004320813	0.0243751470571907	0.0832053099578004	0.0483554185102189	2.64265031252003	0.158079556836636	0.301933460194042	0.0958011875822605	"Mes"	0.273825854	0.363444244	0.155115501	0.088646913	665.7462595	4	"beaucoup"	43.17	103.9	10.85	0.5	0	0	"Temporaire"	"Agricole"	NA	1442.96071817
"66"	"34"	28.693	3.83294174785405	174.052	49.9650257660276	0.207515985382104	0.0240814378629346	0.0814830822165965	0.0489446203373397	2.65407475331598	0.156785889501721	0.299105406096467	0.0898039462215821	"Mes"	0.10290515	0.309730271	0.372401198	0.020408089	1839.419689	4	"intermediaire"	58.49	232.01	13.59	0.65	0	0	"Permanent"	"Agricole"	NA	1610.677584
"67"	"35"	11.235	2.86286062723475	26.615	14.8700333857357	0.19516403197254	0.0425344197241122	0.143741814820818	0.0905021557894877	1.96088795493864	0.257599605697257	0.199622666714223	0.0877747378820092	"Mes"	0.218539283	0.134214607	0.331198066	0.019596365	988.9920965	2	"peu"	72.83	293.49	24.52	0.8	1	1	NA	"Agricole"	NA	2557.06204303
"68"	"36"	26.552	3.66069620382472	149.326	45.3338381441598	0.207702874884362	0.0250311208277035	0.0847989782990286	0.0505528580246614	2.60353466012398	0.152905573724143	0.289608618342162	0.0879286459168558	"Mes"	0.054162301	0.341833208	0.435338545	0.017120198	1756.126562	4	"beaucoup"	49	142.51	9.93	1	0	0	"Permanent"	"Agricole"	NA	1619.28653284
"69"	"37"	25.577	3.51032667901342	137.68	41.9988035484286	0.206219399891198	0.0243384764901025	0.0896851297203907	0.0509762208613169	2.58415203717969	0.153780976342216	0.288227331124716	0.088153742808366	"Mes"	0.115170566	0.332416109	0.371669102	0.045164678	1803.778139	4	"intermediaire"	38.28	67.78	19.29	1.439442206	0	1	"Permanent"	"Agricole"	NA	1521.42618238
"70"	"38"	33.663	3.6612615088021	238.275	57.7399105668884	0.207587563304249	0.0207477828849447	0.0648752914975792	0.0461679434979161	2.75928942924091	0.137132369619367	0.327685855459824	0.0854450308759696	"Mes"	0.118006425	0.383099682	0.104540994	0.181872478	1265.643042	3	"beaucoup"	57.55	210.35	25.99	0.7	1	1	"Permanent"	"Recreationnel"	NA	1133.76909159
"71"	"38bis"	32.544	3.76353932199841	222.317	56.5444939033925	0.206921971786648	0.0213162332758448	0.0675021638271123	0.0482126420787207	2.73231337279436	0.141591335775484	0.317832724503781	0.0861852427512396	"Mes"	0.256366385	0.333344304	0.175716049	0.094300302	757.4778301	4	"beaucoup"	87.39	325.56	32.62	0.95	0	0	"Permanent"	"Recreationnel"	NA	1420.93340795
"72"	"39"	21.783	3.2913133767151	99.998	33.5220184613296	0.205640313209521	0.0297034150902284	0.107684598199486	0.0546166443271251	2.47713170084766	0.180544670665903	0.271137949247459	0.0960703558761845	"Mes"	0.081507924	0.315392475	0.407237621	0.018342367	1701.446471	4	"beaucoup"	19.17	26.13	7.13	0.25	0	0	"Temporaire"	"Agricole"	NA	1630.83195673
