"Site"	"n_mean"	"n_sd"	"L_mean"	"L_sd"	"C_mean"	"C_sd"	"Modularity_mean"	"Modularity_sd"	"Mean_trophic_level_mean"	"Mean_trophic_level_sd"	"Mean_Omnivory_Index_mean"	"Mean_Omnivory_Index_sd"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"
"145"	"A"	37.588	3.29288613515547	296.966	57.7058299204405	0.208615891190851	0.0185250717798644	0.050178890863866	0.044419130250732	2.82204572307004	0.11841393364139	0.343346102811	0.0793605679483891	"Briere"	0.384018234	0.180919777	0.173151095	0.078604355	1361.190016	2	"beaucoup"	49.6	139.26	17.57	0.85	0	1	"Permanent"	"Recreationnel"	NA	371.098674694
"146"	"B"	36.892	3.47338457421582	284.171	60.2584171368269	0.206743416048414	0.0186242029809174	0.0533836479880502	0.0466537229974161	2.80557258031805	0.125798282598809	0.334969814475568	0.0798561260531632	"Briere"	0.165701075	0.307187822	0.248442868	0.105253565	1179.657943	5	"peu"	48.09	139.94	17.57	0.55	1	0	"Temporaire"	"Recreationnel"	100	483.79106102
"147"	"Bois"	25.164	3.6406535619801	134.944	42.6703600128195	0.208313953333505	0.027121782530765	0.0908378160912342	0.0507401346939013	2.57634284526309	0.16342542320463	0.288312502589526	0.0945365796023818	"Mes"	0.123456517	0.583711534	0.12722016	0.090510766	2205.168093	7	"peu"	26.76	47.26	14.04	0.3	1	0	NA	"Agricole"	NA	1458.04501544
"148"	"C"	37.876	3.38083629506873	300.721	59.8112409463601	0.207907568447339	0.0181694689586382	0.0481427091586727	0.0446125782396491	2.8240103268711	0.125031800818597	0.340380462242706	0.0818943536690874	"Briere"	0.132642322	0.366309302	0.44201337	0.024327811	1163.008408	3	"peu"	59.13	213.91	14.93	0.9	0	0	"Permanent"	"Agricole"	60	627.609117502
"149"	"D"	13.511	3.10540215149705	38.895	19.5661649234031	0.201333024769741	0.0403176934713482	0.139946989908618	0.0756233888021345	2.10535833998324	0.229288778763702	0.218839400004873	0.0906558318006927	"Mes"	0.049614312	0.300422248	0.150649516	0.426098761	1348.093945	0	"peu"	35.61	69.27	11.31	0.2	0	0	"Temporaire"	"Recreationnel"	NA	2322.61828011
"150"	"F"	29.824	3.73563635529196	186.3	51.4096581680228	0.206007176109259	0.0229336320906645	0.0764621804197576	0.050867770643795	2.674942049244	0.148882977673964	0.307250468267563	0.0860111112330664	"Mes"	0.113799208	0.295575184	0.359517079	0.112102087	1619.938528	5	"beaucoup"	58.28	202.59	16.7	5.842975229	0	0	"Permanent"	"Recreationnel"	NA	1466.64688672
"151"	"G"	28.767	3.52123701419119	173.959	46.5046234153014	0.206980916229812	0.023417110100682	0.0814026198717917	0.0501499062334673	2.65765562960177	0.145167770108781	0.30168049496759	0.0858648223834884	"Mes"	0.000570662	0.280498133	0.547886833	0.050204489	1131.811428	3	"peu"	69.39	151.1	14.93	3.793294163	0	0	"Temporaire"	"Agricole"	NA	1471.77988405
"152"	"I"	35.947	3.45921337259747	271.101	58.511198580779	0.207692409604476	0.0191787724199847	0.0549437066995392	0.0478092924152947	2.79795890473925	0.131696844372897	0.337026571560736	0.0859449811117684	"Briere"	0.221955643	0.32196906	0.202157967	0.124238816	670.1332835	3	"intermediaire"	78.29	236.34	19.93	0.6	0	1	"Permanent"	"Agricole"	70	896.875136301
"153"	"J"	41.598	3.3701266673159	361.225	64.5017429985411	0.20731466749255	0.0161509143753037	0.037448790093116	0.0404011070159403	2.87930361954121	0.11435046850234	0.359889359870819	0.0761688590755436	"Briere"	0.310530978	0.004007194	0.228570558	0.208969529	573.1714818	1	"intermediaire"	65.18	277.52	13.36	1.15	1	1	"Permanent"	"Recreationnel"	NA	109.745128199
"154"	"K"	41.739	3.26336153812729	363.749	63.0760539950589	0.207494210210612	0.0161079942155248	0.033528300645856	0.0385107705146249	2.87999768786006	0.111357847509414	0.358806782336991	0.0746881529536269	"Briere"	0.101733425	0.053178963	0.102586922	0.058430784	392.3820498	0	"beaucoup"	57.27	249.38	19.29	1.038420599	1	1	"Permanent"	"Recreationnel"	NA	0.80170061191
"155"	"L"	25.835	3.59202974342887	140.958	43.0759535445679	0.206659229870625	0.0256867880026961	0.0912565755444816	0.0497260699735008	2.58520002029435	0.159137527070672	0.288459222061256	0.0896660899083431	"Mes"	0	0.366600089	0.251887991	0.195200317	1735.374639	2	"peu"	35.53	67.4	37.78	1.15	0	0	"Temporaire"	"Recreationnel"	NA	1501.79464945
"156"	"Sup1"	21.892	3.45257241144284	101.888	34.831748545066	0.207245887463159	0.0290257857761221	0.104085732730851	0.0522881906496878	2.47894053157065	0.171084689549563	0.269792541709029	0.0902505043920597	"Mes"	0.12760119	0.582084895	0.230070506	0.015962605	975.336425	4	"peu"	51.25	126.15	9	0.6	1	0	"Permanent"	"Agricole"	NA	1931.10328292
