"Site"	"n"	"L"	"C"	"Modularity"	"Mean_trophic_level"	"Mean_Omnivory_Index"	"Richesse_spe"	"Links_per_species"	"indegree"	"outdegree"	"Percentage_basal"	"Percentage_top"	"Percentage_intermediate"	"Omnivory"	"S_Top"	"S_intermediate"	"S_Basal"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"	"Acilius spp."	"Aeshnidae"	"Anguille"	"Anisoptere"	"Asellus aquaticus"	"Bivalve"	"Brochet"	"Carpe"	"Chironomide"	"Colymbetes spp."	"Corises"	"Crapaud commun"	"Crevette spp."	"Culicidae"	"Cybister spp."	"Dytique"	"Dytiscus spp."	"Ecrevisse de Louisiane"	"Ephemere"	"Epinoche"	"Gambusie"	"Gammare spp."	"Gardon"	"Gasteropode spp."	"Gerridae"	"Glossiphonie"	"Graphoderus spp."	"Grenouille agile"	"Grenouille verte"	"Gyrinidae"	"Hirudinea"	"Hydrochara spp."	"Hydrometridae"	"Hydrophilidae"	"Hygrobia hermanni"	"Libellulidae"	"Limnee"	"Naucoridae"	"Nepidae"	"Notonecta glauca"	"Pelodyte ponctue"	"Perche franche"	"Perche-soleil"	"Physe"	"Poisson-chat"	"Rainette verte"	"Ranatre"	"Rotengle"	"Salamandre tachetee"	"Tanche"	"Trichoptere"	"Triton marbre"	"Triton palme"	"Zygoptere"	"Phytoplankton"	"Zooplankton"	"Detritus"	"Macrophyte"
"95"	"62"	21	215	0.487528344671202	0.0346930280957336	3.28192164546978	0.829303476675382	21	10.2380952380952	10.2380952380952	10.2380952380952	0.142857142857143	0	0.857142857142857	0.714285714285714	0	18	3	"Mes"	0.111450736	0.277591237	0.244549809	0.07606782	880.3712442	2	"beaucoup"	45.27	137.37	11.77	0.45	0	0	"Temporaire"	"Recreationnel"	NA	989.919038608	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"96"	"63"	12	68	0.472222222222222	0	2.87962962962963	0.821602080475537	12	5.66666666666667	5.66666666666667	5.66666666666667	0.25	0	0.75	0.583333333333333	0	9	3	"Briere"	0.046492563	0.093410323	0.206670546	0.333700468	391.0069362	2	"beaucoup"	95.76	415.77	24.7	4.048348737	1	0	"Permanent"	"Recreationnel"	NA	689.875676966	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"97"	"64"	16	125	0.48828125	0	2.9370308282726	0.673550001455268	16	7.8125	7.8125	7.8125	0.1875	0	0.8125	0.6875	0	13	3	"Briere"	0.108928147	0.654614124	0.157383402	0.060839796	357.1277544	2	"beaucoup"	99.75	651.13	23.99	1.8	0	0	"Permanent"	"Agricole"	80	862.568951022	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"98"	"65"	12	51	0.354166666666667	0	2.10727611940298	0.27619496545826	12	4.25	4.25	4.25	0.25	0	0.75	0.583333333333333	0	9	3	"Briere"	0.092222671	0.680043191	0.133506437	0.06930601	624.3659902	2	"peu"	99.23	601.05	14.84	0.75	1	1	"Permanent"	"Agricole"	5	872.129513963	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"99"	"66"	30	439	0.487777777777778	0.0134350526600054	3.39112296562854	0.873299129818993	30	14.6333333333333	14.6333333333333	14.6333333333333	0.1	0	0.9	0.766666666666667	0	27	3	"Briere"	0.256305103	0.023590853	0.42061542	0.018524989	1336.02735	4	"peu"	43.78	143.93	18.86	1.15	0	0	"Permanent"	"Agricole"	30	68.7247155918	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"100"	"67"	12	62	0.430555555555556	0.0757166035694971	2.96649484536082	0.802822609895624	12	5.16666666666667	5.16666666666667	5.16666666666667	0.25	0	0.75	0.583333333333333	0	9	3	"Briere"	0.184877581	0.535355444	0.167156144	0.027803569	1613.085957	4	"beaucoup"	39.39	98.9	9.23	0.25	0	0	"Temporaire"	"Agricole"	40	831.323307902	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"101"	"68"	15	113	0.502222222222222	0	3.19166666666667	0.83404093013468	15	7.53333333333333	7.53333333333333	7.53333333333333	0.2	0	0.8	0.666666666666667	0	12	3	"Briere"	0.365805938	0.175989475	0.298873043	0.057967679	1137.786066	2	"peu"	129.76	1001.72	18.43	1.3	1	0	"Permanent"	"Agricole"	100	779.174654327	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"102"	"69"	24	333	0.578125	0	3.98650902171869	1.28855532807089	24	13.875	13.875	13.875	0.125	0	0.875	0.833333333333333	0	21	3	"Briere"	0.209453338	0.495323634	0.085495928	0.09332468	450.9158795	6	"intermediaire"	58.52	166.2	27.7	2.315680747	1	0	"Permanent"	"Agricole"	60	706.53743438	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"103"	"70"	32	478	0.466796875	0.00535116007187175	3.42757668865256	0.878031836920641	32	14.9375	14.9375	14.9375	0.09375	0	0.90625	0.75	0	29	3	"Briere"	0.186323847	0.429941053	0.252325948	0.043281661	1330.979962	3	"intermediaire"	92.04	525.49	30.11	0.95	1	0	"Permanent"	"Recreationnel"	75	623.03914887	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"104"	"71"	15	102	0.453333333333333	0	2.81111111111111	0.595585913374376	15	6.8	6.8	6.8	0.2	0	0.8	0.733333333333333	0	12	3	"Briere"	0.086051652	0.426560161	0.37998011	0.057582193	1096.159797	3	"peu"	45.88	134.96	21.8	1.542572014	0	0	"Permanent"	"Agricole"	40	598.242503718	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"105"	"72"	12	52	0.361111111111111	0.0633270321361059	2.16782407407407	0.297725194330132	12	4.33333333333333	4.33333333333333	4.33333333333333	0.25	0	0.75	0.583333333333333	0	9	3	"Briere"	0.27208083	0.374902782	0.200451572	0.054722762	1272.196461	3	"peu"	106.42	459.57	26.76	2.045225883	1	0	"Permanent"	"Recreationnel"	90	640.096432208	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"106"	"73"	10	36	0.36	0	2.0797619047619	0.376228959775875	10	3.6	3.6	3.6	0.3	0	0.7	0.6	0	7	3	"Briere"	0.27736389	0.016709398	0.507062367	0.158349085	949.9457547	3	"beaucoup"	46.67	143.11	16.26	0.7	1	0	"Temporaire"	"Agricole"	100	409.268825104	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"107"	"74"	9	24	0.296296296296296	0.281179138321995	1.89197530864198	0.330639860539552	9	2.66666666666667	2.66666666666667	2.66666666666667	0.333333333333333	0	0.666666666666667	0.444444444444444	0	6	3	"Briere"	0.065035885	0.013683414	0.768453375	0.079598593	1915.139217	3	"peu"	145.19	1355.53	11.77	2.285683919	1	1	"Permanent"	"Agricole"	65	217.867174537	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"108"	"75"	11	55	0.454545454545455	0	2.47348484848485	0.66652033451802	11	5	5	5	0.272727272727273	0	0.727272727272727	0.545454545454545	0	8	3	"Briere"	0.333582354	0.04847933	0.478522668	0.055326452	1405.388626	5	"peu"	139.08	1048.63	21.6	1.912295474	1	1	"Permanent"	"Agricole"	70	251.496785956	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"109"	"75bis"	10	35	0.35	0.157648283038502	2.04166666666667	0.411081570418423	10	3.5	3.5	3.5	0.3	0	0.7	0.5	0	7	3	"Briere"	0.172285763	0.2773553	0.295534565	0.091841002	1557.169249	4	"peu"	134.39	1051	18.22	0.65	1	1	"Permanent"	"Recreationnel"	90	442.254532984	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"110"	"76"	23	278	0.525519848771267	0	3.50604729446218	0.981355665230541	23	12.0869565217391	12.0869565217391	12.0869565217391	0.130434782608696	0	0.869565217391304	0.739130434782609	0	20	3	"Briere"	0.109841585	0.60109848	0.197590167	0.024560596	1966.765781	2	"peu"	76.83	280.17	17.03	0.8	1	0	"Permanent"	"Agricole"	0	806.153974389	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"111"	"762"	13	68	0.402366863905325	0	2.60336538461538	0.527342405319425	13	5.23076923076923	5.23076923076923	5.23076923076923	0.230769230769231	0.0769230769230769	0.692307692307692	0.615384615384615	1	9	3	"Mes"	0.073990031	0.269921688	0.443371968	0.112811374	1846.698895	3	"peu"	98.32	278.69	28.15	2.026393917	0	1	"Permanent"	"Recreationnel"	NA	2357.08515805	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"
"112"	"77"	13	64	0.378698224852071	0.0482506728181468	2.40882433169668	0.419348259497107	13	4.92307692307692	4.92307692307692	4.92307692307692	0.230769230769231	0	0.769230769230769	0.538461538461538	0	10	3	"Briere"	0.140091752	0.203584484	0.27489594	0.140066359	504.4187502	1	"beaucoup"	66.67	274.56	12.34	0.85	0	1	"Permanent"	"Recreationnel"	NA	1032.13061639	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"113"	"79bis"	5	5	0.2	0	1.33333333333333	0.136111111111111	5	1	1	1	0.4	0.2	0.2	0.2	1	1	2	"Briere"	0.003738837	0.15181891	0.461404261	0.259174342	1271.498956	3	"peu"	58.14	241.3	20.14	0.9	1	1	"Permanent"	"Recreationnel"	NA	342.140490062	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"114"	"806"	14	85	0.433673469387755	0	2.66294014084507	0.587527355709971	14	6.07142857142857	6.07142857142857	6.07142857142857	0.214285714285714	0.0714285714285714	0.714285714285714	0.642857142857143	1	10	3	"Mes"	0.086959741	0.229148642	0.434554247	0.06018541	1906.011121	5	"peu"	256.26	1636.48	23.63	2.703765795	1	1	"Permanent"	"Agricole"	NA	2418.41178646	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"
"115"	"81"	12	66	0.458333333333333	0	2.90856481481481	0.754064321844991	12	5.5	5.5	5.5	0.25	0	0.75	0.666666666666667	0	9	3	"Briere"	0.347441047	0.193805869	0.090786886	0.018788198	950.0261491	1	"intermediaire"	14.93	12.54	18	0.9	0	0	"Temporaire"	"Agricole"	NA	9.60887336334	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"116"	"812"	12	59	0.409722222222222	0	2.5887726718488	0.61304864218055	12	4.91666666666667	4.91666666666667	4.91666666666667	0.25	0.0833333333333333	0.666666666666667	0.583333333333333	1	8	3	"Mes"	0.084090956	0.375587993	0.311683609	0.149141474	2267.879275	4	"peu"	121.26	873.96	21.18	0.9	1	1	"Permanent"	"Recreationnel"	NA	2215.05179412	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"117"	"83"	15	101	0.448888888888889	0	3.23441024336471	1.01661806632547	15	6.73333333333333	6.73333333333333	6.73333333333333	0.266666666666667	0	0.733333333333333	0.666666666666667	0	11	4	"Briere"	0.058567186	0.28918404	0.523306551	0.04219789	1394.047711	2	"peu"	17.07	18.12	24.23	0.45	0	0	"Temporaire"	"Agricole"	NA	276.580599236	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"118"	"853"	12	61	0.423611111111111	0	2.64699703410776	0.648541804890283	12	5.08333333333333	5.08333333333333	5.08333333333333	0.25	0.0833333333333333	0.666666666666667	0.583333333333333	1	8	3	"Mes"	0.147773118	0.282442276	0.255221945	0.058213749	2324.623483	1	"peu"	424.98	8950.53	11.31	5.634338122	1	1	"Permanent"	"Recreationnel"	NA	2388.85970597	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"119"	"85bis"	16	129	0.50390625	0	3.37726715686275	0.938936060239639	16	8.0625	8.0625	8.0625	0.1875	0	0.8125	0.75	0	13	3	"Briere"	0.010556627	0.295649067	0.598225378	0.034194592	1829.381995	6	"peu"	32.37	74.86	29.9	1.8	0	0	"Temporaire"	"Agricole"	75	504.376874648	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"120"	"86"	13	79	0.467455621301775	0	2.78445512820513	0.655920305822649	13	6.07692307692308	6.07692307692308	6.07692307692308	0.230769230769231	0	0.769230769230769	0.692307692307692	0	10	3	"Briere"	0.00072128	0.235219155	0.686307481	0.015696458	1629.981656	5	"peu"	34.83	83.58	25.99	1.15	1	0	"Permanent"	"Agricole"	40	374.855225811	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"121"	"87"	26	292	0.431952662721893	0.00925596297614802	3.17015468133354	0.81111623118191	26	11.2307692307692	11.2307692307692	11.2307692307692	0.153846153846154	0.0384615384615385	0.807692307692308	0.653846153846154	1	21	4	"Briere"	0.000718805	0.47583418	0.450924592	0.011780433	1903.021446	5	"beaucoup"	37	104.71	17.35	0.5	0	0	"Permanent"	"Agricole"	60	430.584938014	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"122"	"88"	17	97	0.335640138408304	0.116820345032719	2.54171519964358	0.488904338789306	17	5.70588235294118	5.70588235294118	5.70588235294118	0.176470588235294	0.0588235294117647	0.764705882352941	0.588235294117647	1	13	3	"Briere"	0.000708353	0.261182142	0.649627384	0.016075413	2112.204016	5	"peu"	46.63	145.76	17.14	0.95	1	0	"Permanent"	"Agricole"	25	308.16792476	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"123"	"888"	13	58	0.343195266272189	0	2.14645550527904	0.412420883160739	13	4.46153846153846	4.46153846153846	4.46153846153846	0.307692307692308	0	0.692307692307692	0.538461538461538	0	9	4	"Briere"	0.093893884	0.02357435	0.357743698	0.244082479	592.9229753	3	"peu"	118.31	780.08	16.92	1.35	1	1	"Permanent"	"Recreationnel"	NA	580.928989294	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"124"	"89"	25	327	0.5232	0.0103777650100545	3.41256250764486	0.920170898339435	25	13.08	13.08	13.08	0.12	0	0.88	0.72	0	22	3	"Briere"	0.000720357	0.148857641	0.764672563	0.01599859	1949.982835	5	"peu"	35.66	90.45	12	0.2	1	0	"Permanent"	"Agricole"	20	277.566033583	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"125"	"893"	9	25	0.308641975308642	0	2.41666666666667	0.475	9	2.77777777777778	2.77777777777778	2.77777777777778	0.111111111111111	0.111111111111111	0.555555555555556	0.555555555555556	1	5	1	"Mes"	0.074244168	0.102154161	0.628800425	0.090070281	2082.50168	1	"peu"	132.83	902.4	29.72	1.6	0	1	"Permanent"	"Recreationnel"	NA	1463.70561146	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"126"	"893bis"	13	83	0.49112426035503	0	3.21699905033239	0.904789226548489	13	6.38461538461539	6.38461538461539	6.38461538461539	0.230769230769231	0	0.769230769230769	0.692307692307692	0	10	3	"Mes"	0.141197219	0.001355462	0.718635794	0.081048503	1418.229552	3	"peu"	51.9	199.85	16.26	0.45	0	0	"Temporaire"	"Agricole"	NA	1485.28938983	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
